"﻿""Proximal",10ms,0.2Hz,"9.4GPM""","Distal,10ms,0.2Hz,9.4GPM","Proximal,10ms,0.25Hz,9.4GPM","Distal,10ms,0.25Hz,9.4GPM","Proximal,10ms,0.3Hz,9.4GPM","Distal,10ms,0.3Hz,9.4GPM","Proximal,10ms,0.35Hz,9.4GPM","Distal,10ms,0.35Hz,9.4GPM","Proximal,10ms,0.2Hz,7.3GPM","Distal,10ms,0.2Hz,7.3GPM","Proximal,10ms,0.25Hz,7.3GPM","Distal,10ms,0.25Hz,7.3GPM","Proximal,10ms,0.3Hz,7.3GPM","Distal,10ms,0.3Hz,7.3GPM","Proximal,10ms,0.35Hz,7.3GPM","Distal,10ms,0.35Hz,7.3GPM","Proximal,10ms,0.2Hz,5.4GPM","Distal,10ms,0.2Hz,5.4GPM","Proximal,10ms,0.25Hz,5.4GPM","Distal,10ms,0.25Hz,5.4GPM","Proximal,10ms,0.3Hz,5.4GPM","Distal,10ms,0.3Hz,5.4GPM","Proximal,10ms,0.35Hz,5.4GPM","Distal,10ms,0.35Hz,5.4GPM","Proximal,10ms,0.2Hz,2.8GPM","Distal,10ms,0.2Hz,2.8GPM","Proximal,10ms,0.25Hz,2.8GPM","Distal,10ms,0.25Hz,2.8GPM","Proximal,10ms,0.3Hz,2.8GPM","Distal,10ms,0.3Hz,2.8GPM","Proximal,10ms,0.35Hz,2.8GPM","Distal,10ms,0.35Hz,2.8GPM"
34.608,31.876,31.970,32.301,32.704,32.656,32.799,32.538,31.290,32.799,32.514,32.656,31.970,32.372,32.135,33.014,33.541,32.704,31.665,31.150,32.253,32.514,32.490,32.301,30.848,32.728,32.230,32.633,31.571,33.205,32.656,32.656
34.706,31.900,29.511,32.538,32.633,32.633,32.704,32.514,31.290,32.656,32.277,32.514,32.041,32.443,32.348,32.919,33.541,32.704,31.688,32.230,32.253,32.443,32.301,32.301,30.778,32.585,32.301,32.680,31.594,33.253,32.348,32.680
34.633,31.923,32.041,32.396,32.633,32.656,32.633,32.514,31.806,40.722,32.396,32.656,31.923,32.942,32.159,33.062,33.493,32.728,31.665,32.253,32.396,32.490,32.396,32.277,30.894,32.919,32.277,32.728,31.548,33.253,32.277,33.253
34.608,31.923,32.230,32.419,32.490,32.775,32.633,32.562,31.384,32.538,32.585,32.419,32.041,32.443,32.112,32.990,33.686,32.704,31.688,32.277,32.253,32.443,32.325,32.277,30.801,32.728,32.277,32.680,31.477,33.158,32.206,32.656
34.510,31.970,31.571,32.348,32.680,32.656,32.656,32.514,31.501,32.871,32.348,32.585,31.970,32.396,32.206,33.062,32.277,32.656,31.360,32.277,32.230,32.538,32.301,32.277,30.918,32.919,32.253,32.633,31.594,33.038,32.301,32.609
35.247,31.947,31.970,32.585,32.919,32.704,32.538,32.656,31.174,32.775,32.419,32.609,31.947,32.348,32.538,33.253,33.493,32.728,31.665,32.253,32.277,32.372,32.277,32.301,29.740,32.728,32.253,32.680,31.174,33.205,32.253,32.919
34.243,31.970,31.970,32.301,32.656,33.277,32.823,32.656,31.524,33.158,32.514,32.443,31.994,32.372,32.183,33.038,33.445,32.728,31.688,32.253,32.277,32.443,32.348,32.301,32.041,32.704,32.277,32.372,31.477,33.181,32.230,32.680
34.535,31.923,32.017,32.396,32.633,32.871,32.656,32.656,31.407,32.514,32.419,32.656,31.970,32.396,31.994,33.062,33.277,32.704,31.665,32.301,32.230,32.325,32.348,32.443,30.894,32.847,32.159,32.990,29.970,33.397,32.348,32.919
34.559,31.970,32.065,32.348,32.680,33.014,32.419,32.656,31.267,32.799,32.514,34.073,32.017,34.951,32.065,31.104,33.589,32.704,31.735,32.230,32.230,32.419,32.301,32.301,30.987,32.775,32.017,32.704,31.618,33.301,32.253,34.731
34.535,31.994,31.970,32.419,32.609,32.942,32.609,32.514,31.360,32.871,32.396,32.728,32.065,32.396,32.348,33.014,33.493,32.704,31.688,32.277,32.230,32.490,32.325,32.277,30.848,32.728,32.183,32.871,31.454,33.133,32.159,32.680
34.535,32.041,31.970,32.728,32.633,32.656,32.443,32.514,31.571,32.704,33.493,32.538,32.017,32.467,32.206,33.086,33.782,32.752,31.735,32.230,32.277,32.443,32.348,32.277,31.384,32.704,32.277,32.656,31.454,33.086,32.253,32.656
34.510,32.065,31.923,36.948,32.895,32.656,32.514,32.609,31.477,32.847,32.538,32.656,32.017,32.396,32.112,32.966,33.421,32.680,31.688,32.277,32.253,32.443,32.348,32.301,31.080,32.823,32.467,32.966,31.524,33.109,32.112,32.656
34.437,32.159,31.923,32.372,32.656,32.656,32.467,32.633,31.501,32.799,32.538,32.443,32.065,32.372,32.135,32.990,33.517,32.325,31.665,32.277,32.277,32.490,32.372,32.348,30.801,33.469,32.301,32.775,31.594,33.181,32.277,32.728
34.437,32.112,31.923,32.348,32.633,32.823,30.338,32.656,31.431,32.895,32.562,32.799,32.041,32.396,31.688,33.397,33.397,32.728,31.759,32.253,32.253,32.514,32.396,32.301,30.848,33.038,32.112,32.990,31.618,33.158,32.183,33.158
34.731,32.135,31.947,32.799,32.656,32.775,32.609,32.633,31.501,32.633,32.514,32.538,32.065,32.514,31.900,33.158,33.662,32.895,31.829,32.253,33.181,32.396,32.348,32.277,31.267,32.871,32.230,32.680,31.150,33.397,32.253,32.728
34.486,32.159,32.041,32.443,32.656,33.086,32.490,32.348,31.829,32.728,32.656,32.680,32.065,32.419,32.230,32.895,34.291,32.656,31.688,32.230,32.277,32.538,32.301,32.680,30.755,32.990,32.253,32.680,31.853,33.062,32.253,32.823
34.437,32.135,31.970,32.419,32.656,32.680,32.823,32.585,31.571,32.775,32.443,32.609,32.065,32.419,32.206,32.919,33.421,34.902,31.759,32.277,32.206,32.419,32.348,32.301,30.732,34.170,32.206,32.585,31.571,33.277,32.206,32.728
34.413,28.601,31.923,32.135,32.585,32.728,30.570,32.514,31.665,32.728,32.514,32.585,32.159,32.419,32.065,32.966,33.421,32.680,31.688,32.230,32.230,32.443,32.348,32.253,31.150,32.847,32.253,32.680,31.665,33.469,32.301,32.656
34.462,32.159,31.923,31.057,32.230,32.704,32.656,32.633,31.431,31.360,32.538,32.277,32.112,32.490,32.065,32.325,33.397,32.253,31.665,32.206,32.230,32.419,32.325,32.277,32.065,32.775,32.230,32.656,31.524,33.301,32.325,32.680
34.486,32.253,31.970,32.419,32.633,32.041,32.538,32.633,31.641,32.775,32.633,32.443,32.183,32.443,32.348,30.941,33.469,32.348,31.735,32.253,32.253,32.443,32.348,32.277,30.941,32.823,32.253,32.847,31.080,33.301,32.065,32.656
34.437,32.277,31.970,32.514,32.656,32.728,32.752,32.585,31.501,32.656,32.585,32.990,32.135,32.348,32.206,32.919,33.421,32.728,31.641,32.253,32.253,32.396,30.039,32.301,30.918,32.065,32.088,32.514,31.501,32.942,32.514,32.656
34.364,32.253,32.041,32.419,32.656,32.799,32.585,32.490,31.900,32.775,32.277,32.301,32.017,32.443,32.135,32.823,33.469,32.680,31.688,32.253,32.253,32.538,32.656,32.277,30.709,33.038,32.490,32.680,31.454,33.205,32.230,32.919
34.437,32.277,31.994,32.396,32.585,32.966,32.301,33.205,31.759,32.847,32.514,32.253,32.065,32.490,32.135,32.990,31.407,32.656,31.759,31.900,32.253,32.443,32.325,32.301,30.732,32.919,32.159,32.823,31.454,33.349,31.947,32.656
34.340,32.514,32.017,32.396,32.656,32.633,32.419,32.419,31.174,32.728,32.585,32.609,32.135,32.396,32.419,32.966,33.734,32.656,31.759,32.253,32.230,32.419,32.325,32.301,30.755,32.895,32.253,32.680,31.501,33.205,32.230,32.656
34.364,32.277,32.065,32.419,32.656,32.680,32.538,32.895,31.594,32.775,32.538,32.396,32.206,32.443,31.900,32.990,33.421,32.656,31.665,32.277,32.230,32.443,32.419,32.277,30.825,32.680,30.848,32.656,31.501,33.301,32.253,32.823
34.340,32.277,32.017,32.396,32.656,33.109,33.205,32.633,31.641,32.775,32.585,32.562,32.206,32.585,32.253,33.062,33.589,32.585,31.688,32.253,32.277,32.490,32.325,32.301,30.848,33.038,32.538,32.680,31.900,33.253,32.277,32.680
34.267,32.325,31.923,32.443,32.656,32.704,32.490,32.680,31.524,32.704,32.562,32.514,32.135,32.443,32.325,33.158,33.421,32.656,31.688,32.253,32.159,32.490,32.277,32.253,30.987,32.775,32.159,32.656,31.548,33.205,32.065,32.823
35.618,32.325,32.041,32.538,32.656,32.728,32.348,33.927,31.407,32.538,32.348,32.514,32.159,32.419,32.183,33.038,33.421,32.656,31.735,32.206,32.253,32.490,32.348,32.277,30.918,32.871,32.159,32.656,31.290,33.205,32.538,32.823
34.316,32.348,32.277,32.467,32.656,32.704,32.538,32.514,31.806,32.443,32.443,32.514,32.159,32.538,31.970,33.014,33.277,32.301,31.735,32.253,32.277,32.419,32.396,32.253,30.941,32.966,32.562,32.656,31.477,34.170,32.183,32.538
34.267,32.348,31.994,32.443,32.656,32.728,32.490,32.609,30.408,33.109,32.728,32.396,32.183,32.372,32.704,33.086,33.421,32.490,31.759,32.230,32.206,32.443,32.301,32.277,31.104,33.014,32.159,32.895,31.548,33.158,32.230,32.752
34.364,32.443,31.970,32.633,32.633,32.775,32.396,32.585,31.923,33.014,32.538,32.799,32.159,32.538,32.183,33.181,33.421,32.656,31.782,32.277,32.206,32.419,32.301,32.253,30.709,33.014,29.534,32.585,31.594,33.205,32.206,32.728
34.291,32.372,31.970,32.467,32.680,33.038,32.348,32.656,31.665,32.656,32.823,32.372,32.135,32.372,32.135,32.966,33.421,32.680,31.735,32.183,32.253,32.562,32.277,32.277,30.801,32.823,32.656,32.656,31.524,33.158,32.230,32.656
34.218,32.419,32.017,32.396,32.704,32.966,32.396,31.923,31.735,32.871,32.538,32.562,32.253,32.419,32.017,32.942,33.301,32.728,31.782,32.230,32.230,32.538,32.301,32.277,30.918,32.919,31.900,32.656,31.923,33.277,32.206,32.656
34.243,32.490,32.041,32.538,32.656,32.847,32.514,32.585,31.641,32.799,32.538,32.419,32.159,32.443,32.112,32.942,33.541,32.585,31.782,32.253,32.230,32.419,32.041,32.301,30.987,32.942,32.065,32.680,32.277,33.181,32.206,32.609
34.243,32.443,31.947,32.443,32.656,32.728,32.419,32.585,31.970,32.752,33.109,32.443,32.159,32.348,32.609,36.493,33.421,33.109,31.735,32.277,32.135,32.490,32.230,32.230,30.825,32.823,32.135,32.656,31.267,33.086,32.065,32.728
34.316,32.490,31.970,32.443,32.585,32.823,32.680,32.585,31.759,32.966,32.585,32.419,32.206,32.467,32.135,33.062,33.373,32.585,31.782,32.253,32.206,32.443,32.277,32.277,30.987,32.823,32.301,32.966,31.548,33.493,32.325,33.373
34.316,32.443,32.041,32.419,32.538,32.704,32.585,32.585,31.548,32.871,32.633,32.680,32.065,32.490,32.183,32.919,33.397,32.490,31.688,32.206,32.159,32.538,32.277,32.277,32.230,32.990,32.490,32.728,31.548,33.038,32.514,32.585
34.243,33.421,31.947,32.514,31.923,32.823,32.775,32.585,31.829,32.704,32.348,32.656,32.206,32.348,32.159,32.895,33.373,32.277,31.806,32.230,32.206,32.656,31.876,32.253,31.104,32.919,32.230,32.704,31.594,33.014,32.230,32.633
34.194,32.538,31.970,32.514,32.823,32.704,32.348,32.609,31.641,32.728,32.609,32.419,32.301,32.443,32.112,32.799,33.421,33.086,31.665,32.230,32.159,32.301,32.277,32.277,31.011,32.942,32.230,31.923,31.384,33.086,32.277,32.823
34.194,32.585,31.970,32.443,32.656,32.443,32.230,32.041,31.641,33.109,32.443,32.514,32.253,31.900,32.112,34.584,33.638,32.490,31.782,32.230,32.230,32.419,32.253,32.277,31.034,35.247,32.112,33.253,31.548,33.445,32.206,32.585
34.194,32.562,31.970,32.514,32.704,32.775,32.443,32.609,31.688,32.966,32.609,32.301,32.230,32.396,32.135,32.966,33.421,32.301,31.759,32.253,32.159,32.490,32.206,32.253,30.825,32.895,32.135,32.942,31.594,33.205,32.253,32.656
34.194,32.514,31.970,32.656,32.633,32.728,32.538,32.656,31.876,32.895,32.135,32.135,32.253,32.443,32.112,33.038,33.253,32.585,31.735,32.065,32.206,32.419,32.538,32.277,31.314,32.895,32.065,32.633,31.290,33.109,32.656,32.680
34.194,32.538,31.970,32.514,32.633,33.014,32.490,32.633,31.571,32.656,32.490,32.538,32.277,32.396,32.159,32.990,33.879,32.656,31.735,32.206,32.159,32.372,31.900,32.301,31.034,33.469,32.230,34.267,31.759,33.253,32.230,32.752
34.194,32.609,32.017,32.490,32.585,32.775,32.443,32.633,31.688,32.728,32.277,32.372,32.206,32.443,32.159,33.014,33.325,32.490,31.665,32.206,32.301,32.609,32.253,32.277,31.057,32.656,32.206,33.014,31.150,33.158,32.206,32.656
34.121,32.609,31.970,32.419,32.633,32.752,32.585,32.585,31.994,33.158,32.443,32.443,32.277,32.514,32.112,33.014,33.421,32.585,31.782,32.135,32.230,32.514,32.206,32.301,30.918,32.847,32.135,32.919,31.571,33.158,32.041,32.633
34.194,32.585,31.994,31.900,32.443,32.704,32.396,32.585,31.688,32.799,32.514,33.062,32.230,32.301,32.065,32.895,33.397,32.372,31.759,32.230,32.277,32.562,32.372,32.159,31.034,33.301,32.112,33.014,31.407,33.277,32.704,32.633
34.170,32.633,32.017,32.443,32.514,33.109,32.609,32.609,31.688,32.752,32.348,32.253,32.277,32.443,32.112,32.990,33.517,32.538,31.688,32.206,32.206,32.609,32.277,32.159,31.034,32.919,32.325,32.728,31.314,33.253,32.253,32.656
34.194,32.609,31.970,32.467,32.538,32.609,32.490,32.609,31.290,32.823,32.443,32.443,32.277,32.443,32.159,32.990,33.373,32.538,31.782,32.277,32.277,32.656,32.396,32.490,31.127,33.109,32.183,32.799,31.594,33.158,32.230,32.704
34.170,32.728,31.994,32.514,32.443,32.656,32.585,32.609,31.782,32.633,32.419,32.656,32.230,32.396,32.206,32.942,34.755,32.443,31.782,32.206,32.325,32.348,32.159,32.206,31.384,32.919,32.206,32.704,31.594,33.181,32.277,37.688
34.170,32.680,32.065,32.514,32.538,28.510,32.490,35.991,31.641,33.181,32.325,32.419,32.206,32.467,32.990,33.014,33.349,32.277,31.735,32.230,32.585,32.656,32.325,32.253,31.150,32.966,32.159,32.704,31.524,33.421,30.894,32.633
34.146,32.656,31.970,32.490,34.194,32.656,32.562,32.585,31.876,32.752,32.253,32.348,32.372,32.396,32.135,32.990,33.301,31.782,31.759,32.230,32.041,32.538,31.360,32.325,31.104,32.775,32.277,32.656,32.419,33.253,32.206,32.206
34.121,32.799,31.970,32.443,32.609,32.752,32.514,32.585,31.782,32.823,32.443,32.419,32.301,32.443,32.159,32.942,33.253,32.277,31.735,32.159,32.230,32.443,32.490,32.372,31.150,33.062,32.065,32.656,31.501,33.205,32.253,32.775
34.121,32.656,32.017,32.443,32.633,32.752,32.514,32.585,31.665,32.704,32.301,32.277,32.301,32.443,32.112,32.966,33.205,32.633,31.688,32.253,32.277,32.301,32.206,32.443,31.080,32.609,31.197,32.656,31.501,33.205,32.230,32.728
34.073,32.633,31.970,32.490,32.704,32.728,32.490,32.538,31.454,32.823,32.490,32.277,31.034,32.443,32.112,32.990,33.397,32.183,34.706,32.135,32.277,32.585,32.348,31.970,31.174,32.656,32.041,32.680,31.548,33.229,32.135,32.919
34.073,32.680,31.970,32.277,32.562,32.704,32.871,32.562,31.641,28.805,32.443,32.396,32.396,32.514,32.112,32.919,32.680,32.230,31.829,32.301,32.301,32.419,32.609,31.290,31.174,32.823,32.065,32.704,30.616,33.205,32.253,32.609
34.121,32.680,32.017,32.633,32.562,32.609,32.490,32.585,31.759,32.704,32.562,32.490,32.253,32.443,32.112,32.919,32.728,31.665,31.782,32.253,32.301,32.633,32.206,26.826,31.454,32.919,31.548,32.704,31.548,33.205,32.183,32.609
34.073,32.656,31.994,32.490,32.585,32.704,32.538,32.633,31.782,32.966,32.585,32.490,32.230,32.538,32.159,32.966,33.229,32.277,31.688,32.230,32.112,32.490,32.348,32.325,31.267,32.871,32.253,32.704,32.253,33.205,31.923,32.633
34.073,32.871,32.135,32.419,32.585,32.704,32.443,32.562,31.900,32.990,32.419,32.656,32.253,32.443,32.135,32.966,33.181,32.206,31.829,33.062,32.301,32.325,32.396,32.396,31.197,33.086,32.230,32.656,31.477,33.181,32.277,32.656
34.024,32.656,32.041,31.900,32.538,32.704,32.443,32.609,31.900,32.704,32.656,32.656,31.665,32.443,34.657,32.942,33.062,32.183,31.759,32.135,32.301,32.585,32.396,32.301,42.265,33.349,32.206,32.728,31.524,33.205,32.277,32.799
33.831,32.656,32.017,32.538,32.277,32.728,32.443,32.585,31.876,32.562,32.396,32.348,32.277,32.443,32.159,32.966,33.349,32.396,31.712,32.135,32.112,32.609,32.443,32.183,31.220,32.966,32.135,32.680,31.571,33.253,28.805,32.656
33.976,32.680,32.017,32.490,32.562,32.728,32.443,32.514,32.112,32.775,32.277,31.994,32.277,32.490,32.230,32.966,32.680,32.680,31.759,32.206,32.419,32.609,31.501,32.301,31.290,32.990,32.135,32.680,31.548,33.277,32.183,32.656
33.806,32.656,32.041,32.443,32.419,32.728,32.538,32.562,31.876,32.656,32.443,32.775,32.301,32.419,32.159,32.919,33.349,31.970,31.806,32.230,32.325,32.656,32.253,32.609,31.267,33.301,33.349,32.656,31.594,33.229,32.348,32.656
33.927,32.704,32.017,32.538,32.585,32.728,32.490,32.585,31.829,32.799,32.348,31.571,32.253,32.609,32.206,32.990,33.086,32.159,31.150,32.253,32.159,32.538,32.538,31.688,31.197,32.823,32.230,32.775,31.571,33.205,32.065,32.656
34.194,32.656,32.041,32.514,32.514,32.704,32.443,32.609,32.112,32.656,32.443,34.559,32.277,32.514,32.159,32.966,33.014,31.947,31.688,32.159,33.014,32.325,32.253,32.277,31.290,31.923,32.206,32.704,30.685,33.205,32.159,32.704
36.948,32.871,32.017,32.490,32.538,32.823,32.490,32.609,31.735,32.585,32.538,32.443,32.301,32.419,32.112,32.966,30.039,32.135,31.782,32.230,32.277,32.396,32.419,32.277,30.778,33.855,32.206,32.752,31.688,33.253,32.253,32.680
33.927,32.680,33.205,32.514,32.538,32.704,32.538,32.585,31.923,32.656,32.325,32.490,32.325,32.633,32.206,33.014,33.086,32.065,31.665,32.206,31.267,32.514,32.443,32.514,31.407,33.662,32.159,32.680,31.571,33.181,32.065,32.609
34.657,32.680,32.277,32.514,32.538,32.704,32.490,32.609,31.735,32.680,32.490,32.585,32.230,33.062,32.159,32.990,32.990,32.206,31.782,32.301,32.206,32.562,32.277,32.159,31.501,32.895,32.301,32.704,31.688,33.158,31.947,32.656
