"Proximal,10ms,0.2Hz,9.4GPM","Distal,10ms,0.2Hz,9.4GPM","Proximal,10ms,0.2Hz,8.6GPM","Distal,10ms,0.2Hz,8.6GPM","Proximal,10ms,0.2Hz,7.8GPM","Distal,10ms,0.2Hz,7.8GPM","Proximal,10ms,0.2Hz,6.7GPM","Distal,10ms,0.2Hz,6.7GPM","Proximal,10ms,0.2Hz,5.4GPM","Distal,10ms,0.2Hz,5.4GPM","Proximal,10ms,0.2Hz,3.9GPM","Distal,10ms,0.2Hz,3.9GPM","Proximal,10ms,0.2Hz,3.2GPM","Distal,10ms,0.2Hz,3.2GPM"
31.034,31.08,30.246,31.548,30.431,30.685,31.36,31.08,29.078,30.801,31.22,30.338,32.23,31.947
31.127,31.011,30.2,31.477,30.362,30.131,31.876,31.15,29.009,31.011,31.034,31.127,32.253,31.947
31.15,31.057,30.154,31.594,30.616,30.662,31.477,31.15,29.283,31.034,30.778,31.641,32.23,31.9
31.15,30.825,30.177,31.431,30.384,30.662,31.407,31.057,29.26,30.918,33.349,31.08,32.253,31.923
31.15,31.08,30.154,31.454,30.408,30.662,31.477,31.034,29.055,30.871,30.941,31.15,32.253,31.947
31.104,31.08,30.154,31.501,30.5,30.685,31.407,30.778,29.214,30.894,30.918,31.15,32.183,31.923
31.08,31.08,30.662,31.477,30.5,30.755,31.314,31.104,31.174,30.801,30.848,28.737,32.159,31.97
31.15,31.104,30.085,31.431,30.177,30.894,31.407,31.08,29.055,30.941,30.709,31.407,32.23,31.9
31.127,31.15,31.9,31.477,30.062,30.755,31.29,31.034,29.009,31.011,30.755,31.127,32.206,31.9
31.104,30.801,30.2,31.407,30.408,30.709,31.29,31.104,29.032,31.08,30.918,31.22,32.112,31.9
31.127,31.127,29.993,31.407,30.477,30.778,31.29,31.057,29.465,31.15,31.29,31.782,32.112,31.9
31.127,30.941,30.016,31.477,30.408,30.755,31.15,31.08,29.078,31.034,31.548,31.571,32.135,31.97
31.08,23.938,29.717,31.501,30.408,31.15,31.22,31.127,29.078,30.987,31.454,31.548,32.065,31.923
31.034,31.08,29.993,31.477,30.292,31.853,31.36,31.034,31.384,30.987,31.15,31.806,32.065,31.97
31.15,31.127,30.062,32.728,30.408,30.662,31.22,31.127,28.941,30.941,31.314,31.735,32.065,31.947
31.104,31.15,30.016,31.548,30.269,29.993,31.29,31.127,29.169,31.15,31.735,31.641,32.017,31.594
30.987,31.104,29.97,31.454,30.523,31.057,31.197,31.15,28.941,30.778,31.407,31.759,31.947,31.947
30.755,30.755,29.993,31.407,30.454,30.801,31.174,31.104,29.146,30.825,31.407,31.548,32.017,31.829
30.778,30.848,30.016,31.454,30.639,30.778,31.15,31.057,29.009,33.782,31.407,31.477,31.97,32.041
30.755,29.603,29.993,32.99,30.246,30.616,31.127,30.362,29.009,31.034,31.22,31.806,31.9,31.97
30.709,30.871,30.062,31.454,30.384,30.778,31.08,31.104,29.078,30.894,31.314,31.759,31.923,31.947
30.662,30.987,29.97,31.477,30.408,30.709,31.057,31.15,28.987,30.918,31.36,31.9,31.97,31.806
30.732,30.918,29.878,39.541,30.431,30.732,31.08,31.15,29.146,30.523,31.22,31.782,31.9,31.947
30.755,30.848,29.97,31.431,30.639,30.662,31.034,31.127,29.191,30.894,31.174,31.782,31.923,31.947
31.034,30.685,29.878,31.477,30.408,30.2,31.011,31.15,28.941,29.032,31.29,31.454,31.9,31.994
30.778,30.755,29.763,31.431,30.523,30.362,30.918,31.08,29.397,30.941,31.22,31.923,31.9,31.947
30.477,30.918,29.717,28.646,30.57,30.732,30.941,31.104,29.351,30.987,31.267,31.97,31.9,32.041
30.408,30.778,29.924,31.407,31.9,30.062,30.918,31.104,29.191,31.477,30.57,31.618,31.9,32.017
30.825,30.801,29.924,31.407,30.408,30.662,30.871,31.08,29.169,30.709,31.267,31.782,31.9,31.97
31.034,30.894,29.878,31.524,30.57,30.778,30.825,31.034,28.964,30.825,31.22,31.829,30.546,31.994
30.5,30.801,29.832,31.501,30.431,30.894,30.825,31.127,29.032,30.825,31.22,31.665,31.853,31.947
30.5,30.662,29.832,31.314,30.778,30.662,30.801,31.127,26.781,31.104,31.314,31.759,31.9,31.947
30.639,30.848,29.901,31.97,30.454,30.755,30.848,31.15,29.146,31.384,31.22,31.735,31.829,31.97
30.848,30.894,29.924,28.805,30.408,29.671,30.825,30.801,29.557,30.894,31.267,31.782,31.782,31.923
30.778,30.755,29.947,31.454,30.454,30.825,30.755,31.104,29.032,31.011,31.22,31.524,31.782,31.923
30.269,30.755,29.832,31.501,30.454,30.755,30.778,31.477,29.146,30.987,31.15,31.759,31.594,32.017
30.755,30.639,29.832,31.477,30.616,31.15,30.755,31.127,29.1,30.894,31.197,31.665,31.759,31.97
30.662,30.616,29.901,31.454,30.755,30.292,40.776,30.987,29.146,30.941,31.22,31.9,31.735,31.947
30.662,30.894,30.085,31.267,30.639,30.709,30.662,31.104,29.306,30.918,31.22,31.759,31.853,31.923
30.848,30.755,29.878,31.454,30.431,30.778,30.662,31.197,29.146,31.15,31.197,31.782,31.641,31.97
30.57,30.778,29.878,31.477,30.57,30.941,30.546,31.057,29.26,30.801,31.22,31.641,31.688,32.017
30.709,30.848,29.832,31.641,30.039,30.477,30.5,31.127,29.511,30.685,31.267,33.373,31.641,31.994
31.011,30.848,29.832,31.454,30.408,30.778,30.639,31.15,29.1,30.338,31.197,31.665,31.688,32.017
31.08,30.871,29.832,31.314,30.848,31.454,30.546,31.15,29.465,30.987,31.15,31.548,31.548,32.065
30.616,29.809,29.809,31.407,30.778,31.384,30.639,31.104,29.603,30.523,31.15,31.641,31.594,31.947
30.477,30.894,29.74,31.384,28.918,31.477,30.131,31.15,29.032,30.918,31.15,31.688,31.641,32.017
30.709,30.778,29.924,31.594,31.011,31.454,30.477,31.127,29.055,30.941,31.22,31.688,31.524,31.97
30.639,31.011,29.809,31.36,30.778,31.501,30.523,31.127,28.918,31.15,31.197,31.548,31.548,31.994
30.639,30.801,29.809,31.384,30.941,31.407,30.5,31.127,29.511,31.104,31.15,31.735,31.594,31.97
30.454,30.825,29.832,31.384,30.941,31.15,30.2,31.15,29.283,30.941,31.15,31.594,31.548,32.041
30.639,31.011,29.809,31.524,31.057,31.665,30.454,31.174,29.328,30.918,31.501,31.641,31.594,31.947
30.755,31.15,29.809,31.407,30.871,31.384,30.408,31.15,27.968,30.941,31.174,31.735,31.571,31.97
30.662,30.685,29.809,31.314,31.034,31.477,31.9,31.15,29.283,30.941,31.15,31.641,30.523,31.923
30.801,30.801,29.832,31.384,31.15,31.384,30.408,31.15,29.191,30.894,31.15,31.688,31.524,32.041
30.546,30.801,29.763,31.29,30.894,31.244,30.315,31.15,29.306,30.918,31.15,31.618,31.501,32.017
31.08,30.941,29.786,31.314,30.732,31.548,30.408,31.127,29.123,31.08,31.15,31.594,31.524,32.065
30.709,30.755,29.603,31.034,30.825,31.22,30.408,31.15,29.1,31.127,31.15,31.688,31.477,32.017
30.523,31.034,29.603,31.057,31.057,31.267,30.384,31.127,29.1,30.408,31.15,31.688,31.477,31.9
30.894,30.778,29.557,30.987,31.127,31.431,30.362,31.174,29.283,30.941,31.127,31.665,31.407,32.041
30.292,30.848,29.442,31.712,30.941,31.36,30.408,31.15,30.177,30.894,31.15,31.594,31.454,32.041
30.639,30.848,29.42,31.174,31.197,31.407,30.338,31.15,29.26,31.127,31.15,31.782,31.407,31.994
30.755,30.894,29.511,30.941,30.894,31.314,30.362,31.174,29.465,30.941,31.15,31.594,31.36,31.97
33.782,30.918,29.649,30.894,31.104,31.407,30.362,31.15,29.306,30.941,31.15,31.665,31.384,31.97
30.639,30.755,29.397,31.08,30.894,31.29,30.246,31.15,29.237,31.08,31.15,31.735,31.477,31.994
30.616,30.987,29.603,30.246,30.894,31.548,30.338,31.15,29.306,31.034,31.127,31.665,31.36,31.994
30.546,30.871,29.603,31.011,30.918,31.314,30.246,31.127,29.237,30.941,31.104,31.641,31.15,32.041
30.755,30.894,29.351,30.801,30.848,31.407,30.315,31.15,29.306,31.057,31.127,31.782,31.36,32.017
30.709,30.732,29.26,31.104,30.848,31.314,30.292,31.15,29.442,30.941,31.08,31.618,31.314,31.97
30.57,31.011,29.465,31.197,30.918,31.477,30.2,31.15,29.306,31.15,31.15,31.618,31.127,31.759
30.57,31.011,29.465,31.174,30.941,31.454,30.2,31.15,29.351,31.034,31.127,31.665,30.685,31.688
30.639,38.178,29.306,31.15,30.918,31.477,30.477,31.15,29.397,30.941,31.034,31.641,30.941,31.618
30.732,30.987,29.283,37.739,30.918,31.314,30.269,31.15,29.237,30.662,31.127,31.665,31.08,31.829
30.709,31.15,29.534,31.104,30.825,31.454,29.534,31.15,29.26,31.011,31.034,31.665,31.08,31.641
30.616,30.894,29.511,30.848,30.894,31.501,30.154,31.15,29.328,31.501,29.786,31.665,30.941,31.548
30.477,30.732,30.338,30.801,30.848,31.034,30.2,31.9,29.442,30.431,31.127,31.782,30.987,31.829
30.5,30.894,29.511,30.825,30.894,31.384,30.2,31.174,29.351,31.011,31.011,31.665,31.127,31.571
30.732,30.894,29.534,30.941,30.825,31.431,30.2,31.174,29.306,31.034,31.08,31.641,31.104,31.829
28.374,30.801,29.442,30.941,30.848,31.571,30.154,31.174,29.763,30.941,30.987,31.641,31.034,31.665
30.57,30.801,29.534,31.174,30.848,31.594,30.085,31.15,29.374,31.034,30.941,31.618,30.825,31.782
30.431,30.941,29.374,31.127,30.801,31.454,30.2,31.197,29.237,31.034,31.15,31.688,30.987,31.782
29.283,30.755,29.26,31.08,30.778,31.431,30.177,31.22,29.328,30.987,30.918,31.641,31.174,31.782
30.57,32.728,29.306,31.244,30.825,31.524,30.154,31.267,29.832,30.848,30.941,31.618,31.034,31.829
30.523,30.732,29.488,31.104,30.778,31.477,29.97,31.22,29.328,31.011,30.918,31.665,30.755,31.641
30.454,30.801,29.534,30.709,30.732,31.431,30.154,30.778,29.465,31.314,30.848,33.806,31.011,31.782
30.408,30.778,29.191,30.755,30.755,31.501,30.108,31.22,33.277,31.9,30.848,31.594,30.894,32.065
30.131,30.918,29.306,30.778,30.755,31.548,30.085,31.22,29.534,30.941,30.848,31.618,30.825,31.594
30.987,30.732,29.603,30.894,30.755,31.477,30.062,31.197,29.42,31.057,30.894,31.641,30.871,32.017
30.662,30.848,29.374,31.011,30.685,31.431,30.085,31.22,29.42,30.941,30.825,31.548,30.085,31.829
30.523,31.197,29.511,30.941,30.732,28.918,30.062,31.22,29.442,30.801,30.755,31.641,30.848,31.853
30.454,30.778,29.306,30.825,30.778,31.501,30.062,31.267,29.009,31.08,30.778,31.759,30.941,31.9
30.408,30.732,29.26,30.941,30.662,31.594,30.108,31.22,29.351,31.08,30.778,31.594,30.732,31.829
30.5,30.871,29.671,30.778,30.616,31.501,30.177,31.174,28.964,30.918,30.778,31.688,30.801,31.947
30.941,30.778,29.671,30.871,30.57,31.477,30.039,31.22,29.557,31.524,30.778,31.571,30.871,31.641
30.546,30.848,29.328,31.407,30.662,31.477,30.039,31.197,29.694,30.941,30.709,31.524,30.894,31.829
30.477,30.801,29.237,31.314,30.57,31.501,29.993,31.29,29.671,31.407,30.801,31.641,30.801,32.017
30.408,30.801,29.328,30.918,30.523,31.571,30.016,31.36,29.465,31.034,30.709,31.665,31.104,31.594
30.523,31.267,29.214,31.15,30.523,31.244,29.717,30.871,29.671,31.034,30.709,31.618,30.732,31.174
30.408,31.011,29.237,30.732,30.338,31.501,29.671,31.104,29.97,30.941,30.662,31.618,31.034,31.665
30.454,30.825,29.328,30.778,30.477,31.548,30.108,30.848,29.442,31.034,30.639,31.618,30.848,31.548
30.523,30.987,29.671,30.709,30.454,31.548,29.58,30.801,29.557,30.987,30.662,31.641,30.732,31.9
30.523,30.755,29.465,30.732,30.431,31.524,29.878,30.894,29.511,30.778,30.546,31.594,30.894,31.641
30.477,30.755,29.397,30.941,30.408,31.548,29.763,24.331,29.603,31.08,30.546,31.641,30.755,31.806
30.523,31.034,29.511,30.778,30.408,31.454,29.511,31.15,29.511,31.011,30.57,31.594,30.778,32.065
31.034,29.809,29.283,30.825,30.408,31.384,29.671,30.801,29.557,31.034,30.523,31.594,30.662,31.947
30.408,30.941,29.786,30.523,30.384,31.524,29.603,30.894,29.671,30.894,30.454,31.641,30.801,31.735
30.57,31.267,29.465,30.616,30.269,31.524,29.58,30.987,29.603,31.034,30.523,31.571,31.011,31.876
30.732,30.801,29.442,30.639,30.338,31.477,29.351,30.894,29.557,30.964,30.546,31.641,30.616,31.688
30.523,30.848,29.169,30.709,30.292,31.501,29.924,31.15,29.649,31.011,30.477,31.688,30.801,31.806
30.57,30.894,29.557,30.778,30.269,31.594,29.671,31.08,29.626,31.104,30.454,30.941,30.941,31.853
30.477,31.384,29.649,30.431,30.269,31.501,29.694,31.034,27.855,30.987,30.408,31.594,31.174,31.641
30.408,30.778,29.397,30.825,30.384,31.501,29.488,30.362,29.649,31.011,30.408,31.641,31.15,31.782
30.778,31.174,29.717,30.709,30.2,31.594,23.763,31.034,29.694,31.104,30.408,31.571,30.801,31.594
30.269,30.431,29.74,30.639,30.177,31.524,29.649,30.941,29.603,31.011,30.408,31.034,30.778,31.665
30.454,30.918,29.649,30.755,30.2,31.501,29.786,30.801,29.649,31.104,30.362,31.594,30.778,31.853
30.408,31.034,28.555,30.546,30.108,31.571,29.74,31.011,29.671,30.801,30.384,31.571,30.709,31.735
30.431,30.894,29.374,30.523,30.131,31.759,29.465,31.267,29.671,31.011,30.408,31.594,30.825,31.641
30.685,30.918,29.374,30.709,30.062,31.501,29.878,31.197,29.671,31.104,30.338,31.594,30.57,31.665
30.454,30.431,29.374,30.778,30.062,31.571,29.717,30.894,29.649,31.034,30.315,31.571,30.755,31.665
30.408,30.918,29.397,30.662,29.993,31.571,29.42,30.987,29.671,31.011,30.315,31.782,30.941,31.994
30.5,31.104,29.283,30.616,30.062,31.477,29.603,31.08,29.694,31.08,30.338,31.571,30.477,31.618
30.408,30.848,29.237,31.36,29.97,31.548,29.671,30.941,29.694,31.034,30.292,31.594,30.894,31.735
30.662,30.941,29.306,30.778,30.016,31.571,29.649,30.918,29.763,31.034,30.362,31.571,30.477,30.778
30.477,31.15,29.397,30.732,29.97,31.477,29.465,31.127,29.717,31.127,29.832,31.618,30.662,31.712
30.408,31.876,29.58,30.709,28.148,31.524,29.442,31.127,29.671,31.08,30.269,31.641,31.15,31.641
30.431,31.034,29.374,30.778,29.901,31.501,29.671,30.848,29.74,31.034,30.2,31.594,30.778,31.665
30.454,30.894,29.351,30.778,29.924,31.524,28.918,30.987,30.016,31.034,30.223,32.065,30.778,31.759
30.616,30.987,29.42,30.709,29.924,31.524,29.671,30.987,29.717,31.104,30.292,31.618,30.801,28.941
30.57,30.871,29.374,31.034,29.809,31.501,29.534,30.662,29.74,31.034,30.269,31.618,30.685,31.782
30.523,30.778,29.306,30.616,29.603,31.571,29.58,31.057,29.809,31.057,30.2,31.594,30.848,31.97
30.431,30.801,29.351,30.662,29.855,31.524,29.557,31.104,29.786,32.065,30.177,31.594,30.778,31.665
30.408,30.593,29.374,30.57,29.809,31.548,29.557,30.477,29.809,31.08,30.154,31.594,30.755,31.688
30.639,31.011,29.901,30.523,29.74,31.571,29.97,31.034,29.809,31.127,30.154,31.641,29.694,31.782
30.408,30.987,29.42,30.408,29.763,31.548,29.603,30.941,29.878,31.104,30.154,31.594,30.755,31.15
30.408,31.22,27.653,30.616,29.74,31.594,28.895,30.801,29.832,31.08,30.085,31.594,30.57,31.641
31.034,30.848,29.351,30.778,29.671,31.501,29.649,30.871,29.924,31.15,30.108,31.665,30.755,31.876
30.918,30.778,29.306,30.362,29.694,31.571,29.328,31.08,29.924,31.011,29.832,30.408,30.639,31.853
30.338,30.894,29.993,30.408,30.154,31.524,29.603,30.871,29.901,31.104,29.809,31.267,30.801,32.112
30.154,30.801,29.671,30.477,29.671,31.524,29.557,30.431,29.832,31.15,29.878,31.127,30.778,31.524
30.408,30.848,29.169,30.732,29.694,31.501,29.626,30.801,29.878,31.08,29.878,31.314,30.778,31.641
29.306,30.732,29.557,30.523,29.671,31.524,29.557,31.104,29.947,31.104,29.717,31.384,30.778,31.759
30.546,30.848,26.714,30.639,29.671,31.548,29.603,31.104,30.039,31.104,29.878,31.174,30.292,31.9
30.408,30.593,29.42,30.546,29.671,31.501,29.557,30.987,30.431,31.127,29.924,31.384,30.662,31.923
31.384,31.104,29.488,30.825,29.649,31.501,29.671,30.918,30.016,31.384,29.832,31.22,30.778,31.454
30.941,31.594,29.465,30.477,29.649,31.548,29.511,30.941,30.039,31.08,29.694,31.29,30.154,32.206
30.408,31.29,29.465,30.384,29.649,31.594,29.671,31.104,30.154,31.127,29.901,31.174,31.244,32.277
31.011,31.501,27.027,30.454,29.557,31.314,28.103,30.941,30.016,31.08,29.832,31.15,30.108,31.712
31.011,31.197,29.671,30.546,29.626,31.571,29.328,31.174,30.108,31.15,29.809,31.15,30.732,31.688
30.825,31.571,29.374,30.616,29.534,31.594,29.283,31.174,30.085,31.15,29.809,30.987,30.778,31.759
31.127,31.571,29.511,30.523,29.534,31.501,29.306,31.104,30.062,31.15,29.809,31.267,30.732,31.501
30.801,31.782,29.511,30.57,29.465,31.618,29.488,31.034,30.131,31.15,29.649,30.639,30.709,31.876
30.941,31.407,29.511,30.639,29.603,31.594,29.191,31.034,30.154,31.08,29.671,31.15,30.778,31.524
31.127,31.454,29.534,35.891,29.465,31.594,29.351,31.15,30.177,31.15,29.924,31.29,30.755,31.594
30.848,31.454,29.511,29.901,29.534,31.548,30.062,31.15,30.177,30.848,29.74,31.197,30.685,31.735
31.22,31.314,29.534,30.408,29.557,31.454,30.662,31.011,30.177,31.15,29.649,31.594,30.477,31.759
30.848,31.36,29.534,30.408,29.465,31.594,29.42,30.918,30.177,31.15,29.671,31.314,30.732,31.688
31.337,31.454,29.603,30.639,29.511,31.594,29.557,30.085,30.154,31.127,29.717,33.806,30.732,31.782
30.848,31.501,28.555,30.362,29.465,31.571,29.42,31.08,30.246,31.127,29.832,31.15,30.616,32.017
30.778,31.407,29.649,30.477,29.442,31.665,29.351,31.477,27.496,31.174,29.832,31.15,34.927,31.688
30.871,31.431,29.649,30.755,29.511,31.571,29.442,30.315,30.269,31.15,29.694,31.22,31.22,31.782
30.825,31.688,29.328,31.853,29.442,31.594,29.374,31.057,30.292,31.15,29.786,31.174,30.57,31.829
30.801,31.454,29.786,30.408,29.465,31.665,29.534,30.894,30.246,31.127,30.108,31.197,30.5,31.782
30.639,31.477,29.671,29.878,29.351,31.571,29.306,31.08,30.269,31.15,29.694,31.29,30.709,31.477
30.825,31.314,29.993,30.454,29.374,31.735,29.328,31.174,30.131,31.15,29.832,31.267,30.269,31.853
30.801,31.407,30.131,30.408,29.374,31.477,29.374,31.15,30.292,31.127,29.901,35.767,30.755,31.782
30.801,31.454,29.649,30.431,29.442,31.524,29.374,31.454,30.292,31.15,29.671,31.571,30.662,31.806
30.825,31.454,29.786,30.454,29.42,31.665,29.442,31.104,30.384,31.127,30.315,31.174,30.825,31.688
30.801,31.501,30.848,30.408,29.442,31.571,29.374,31.15,30.362,31.15,29.901,31.29,30.918,31.36
30.825,31.454,30.709,30.454,29.306,31.501,29.328,31.524,30.384,31.127,29.626,31.22,30.755,31.384
30.755,31.454,29.74,29.465,29.169,31.174,29.465,31.034,30.338,31.197,29.671,31.36,30.778,31.782
30.709,31.407,29.763,30.408,29.146,31.29,29.26,31.22,30.408,31.127,29.832,31.29,30.662,31.594
30.57,31.454,29.694,30.57,28.941,31.197,29.42,32.017,30.454,31.15,29.671,31.174,29.74,31.665
30.732,31.314,29.947,30.408,29.169,31.174,29.534,31.08,30.408,30.408,30.039,31.174,30.616,31.9
30.662,31.454,29.809,30.454,28.941,31.314,28.941,31.15,30.362,31.127,29.924,31.22,30.57,31.759
30.755,31.477,29.924,30.408,29.214,31.29,28.941,31.127,30.338,31.15,29.671,31.08,30.755,31.9
30.848,31.454,29.901,30.016,29.055,30.108,29.351,31.15,30.408,31.15,29.809,30.408,30.523,31.876
30.639,31.501,30.154,30.408,29.374,31.501,29.328,30.408,30.362,31.15,29.924,31.22,30.639,32.135
30.616,31.477,29.878,30.454,29.055,31.548,29.534,31.29,30.362,31.15,30.016,31.314,30.431,32.348
30.546,31.36,26.781,30.523,29.214,31.174,29.442,31.548,30.408,31.15,29.924,31.15,30.431,30.292
30.593,31.501,29.832,30.454,28.941,31.15,29.306,31.034,30.431,31.15,30.016,31.15,30.546,31.735
30.57,31.384,30.062,30.408,29.009,31.29,29.603,31.15,30.408,31.15,29.832,31.314,30.639,31.876
30.5,31.407,29.97,30.778,28.964,31.22,28.714,31.174,30.408,31.127,29.878,31.548,30.662,31.665
30.431,31.688,30.085,30.431,28.941,31.407,29.283,31.08,30.408,31.15,29.901,31.22,30.431,31.806
30.431,31.454,30.085,30.431,28.941,31.197,29.146,31.15,30.315,31.197,29.832,31.314,30.662,31.712
30.408,31.477,29.993,30.408,28.601,31.759,29.374,31.127,29.146,31.15,29.832,31.384,30.546,31.665
30.431,31.501,29.351,30.315,26.425,31.314,29.351,31.127,30.454,31.174,29.717,31.174,30.523,31.034
30.408,31.384,29.97,30.685,29.055,31.127,29.374,31.127,30.408,31.15,29.901,31.571,30.57,25.165
30.384,31.407,30.108,30.408,28.805,31.454,29.306,31.22,30.639,31.15,30.108,31.15,30.57,32.065
30.384,31.407,29.97,30.408,28.873,31.36,29.42,31.15,30.477,31.15,29.901,31.174,29.671,31.9
30.384,31.407,30.408,30.431,28.941,31.267,29.42,31.15,30.431,31.15,30.408,31.127,30.709,31.853
30.384,31.15,28.646,30.546,28.941,31.618,29.306,31.15,30.5,31.15,29.74,31.548,30.778,31.829
30.338,31.29,30.062,29.832,29.055,31.15,29.671,24.901,30.546,31.127,29.717,31.197,30.57,31.853
30.292,30.987,30.108,29.671,29.328,31.197,29.42,31.011,30.5,31.15,29.924,31.548,32.728,31.876
30.292,31.384,36.116,30.454,28.487,31.267,29.328,33.038,30.546,31.15,30.039,31.22,32.823,31.688
30.292,31.431,32.966,30.408,28.941,31.641,29.169,31.034,30.523,30.918,29.878,31.244,30.616,31.806
30.269,31.314,30.269,30.431,28.964,31.15,29.465,31.15,30.546,31.174,29.97,31.15,30.546,32.253
30.338,31.454,29.993,30.408,28.987,31.29,29.465,31.104,30.5,31.174,29.786,30.778,30.454,31.641
30.2,31.36,30.154,30.662,28.964,31.454,29.603,31.08,30.546,31.15,30.016,31.197,30.523,30.941
30.2,31.431,30.131,30.408,28.918,31.22,29.374,31.127,30.57,31.104,29.97,31.174,30.477,31.759
30.2,31.454,30.292,30.384,28.828,31.36,29.328,31.337,30.755,31.174,29.97,29.055,30.57,31.735
30.108,31.665,30.154,30.408,29.191,31.174,29.465,31.15,30.523,31.15,29.694,31.15,30.408,31.97
30.154,31.407,30.338,30.431,29.306,31.15,29.465,31.057,30.384,31.15,29.832,31.36,30.616,31.853
30.154,31.314,30.085,30.408,29.169,31.15,29.146,31.197,30.523,31.15,29.786,31.197,30.57,31.735
30.108,31.501,30.108,30.408,28.668,31.15,28.895,31.15,30.662,31.15,29.671,31.314,30.477,31.571
30.108,31.36,29.649,30.408,29.306,31.384,29.465,31.127,30.639,31.197,29.901,31.22,29.763,31.923
30.039,31.431,30.362,30.477,28.737,31.314,29.465,31.08,30.57,31.22,29.901,31.29,30.454,31.688
30.108,31.244,30.246,30.5,29.146,31.267,29.557,31.034,30.639,31.174,29.649,31.267,30.477,31.853
30.246,31.501,30.269,30.408,29.009,31.15,29.534,30.085,30.57,28.623,30.2,31.22,30.431,31.407
30.177,31.454,30.154,30.408,27.564,31.15,29.42,31.314,30.662,31.174,30.062,31.407,30.639,31.665
30.108,31.407,30.269,30.384,29.26,31.501,29.328,31.011,30.57,31.15,29.832,31.407,30.431,31.641
30.085,31.431,30.338,30.477,28.737,31.15,29.169,31.454,30.593,31.314,30.108,31.127,30.431,31.641
30.108,31.384,30.315,30.384,28.828,31.267,29.717,31.571,30.523,31.15,30.085,31.36,30.755,31.665
30.085,31.524,30.384,30.408,28.895,31.314,29.649,31.571,30.662,31.15,29.878,31.407,30.431,31.594
30.108,31.36,30.338,30.431,28.465,31.22,28.126,31.127,30.732,31.174,29.97,31.759,30.454,31.594
30.016,31.384,30.246,30.408,28.964,31.477,29.465,31.15,30.5,31.174,29.786,31.407,30.454,31.665
30.039,31.36,30.362,30.454,28.601,31.197,29.557,31.127,30.639,31.174,29.717,31.384,30.431,31.665
30.039,31.22,30.292,30.408,29.055,31.197,29.626,31.127,30.662,31.29,29.649,31.36,30.454,31.618
30.062,31.36,30.292,30.408,28.85,31.477,30.085,31.29,30.408,30.918,29.283,31.29,30.431,31.548
29.993,31.314,30.408,30.662,28.828,31.806,29.534,31.337,30.408,30.918,29.786,31.314,30.477,31.571
29.97,31.36,30.384,30.431,28.941,25.606,27.788,31.267,30.57,31.127,29.924,31.15,30.2,31.571
30.016,31.29,30.408,30.408,29.306,31.314,29.626,31.127,30.108,31.034,29.488,31.29,30.477,31.618
29.97,31.29,30.338,30.362,28.987,31.477,29.603,31.15,30.431,31.034,29.351,31.22,30.431,31.594
29.97,31.36,30.408,31.97,28.805,31.104,29.832,31.15,30.871,30.941,29.832,31.29,30.523,31.665
29.993,31.314,30.408,30.408,28.646,31.15,29.603,31.15,30.732,31.08,28.987,31.034,30.454,31.594
29.993,31.314,30.431,30.408,28.828,31.314,29.626,31.29,30.362,30.918,29.306,31.197,30.546,31.665
30.016,31.314,30.431,30.408,28.759,30.408,29.603,31.267,30.431,31.127,29.74,31.36,30.477,31.594
29.947,31.36,30.408,30.408,28.918,31.735,29.671,31.15,30.477,31.174,29.351,31.314,30.523,30.755
29.993,31.244,30.408,30.477,29.1,31.174,29.671,31.127,30.408,31.011,30.2,31.174,30.454,31.594
29.97,31.29,30.408,30.408,28.941,30.801,29.397,31.384,30.57,30.778,29.924,31.29,30.454,31.641
29.901,31.244,30.408,30.408,28.895,31.174,29.671,30.848,30.477,30.523,29.671,31.548,30.477,31.688
30.039,31.244,30.454,30.408,29.009,31.127,29.671,31.29,30.5,31.15,29.809,31.174,30.062,31.688
29.97,31.29,30.454,30.408,28.918,31.197,29.671,31.15,30.269,30.987,30.085,31.36,30.477,31.571
29.97,31.174,30.477,30.408,28.284,31.15,29.763,30.801,30.5,31.15,29.671,31.29,30.477,31.618
29.924,31.15,30.477,29.717,28.918,31.174,29.671,31.197,30.362,30.918,29.694,31.197,30.408,31.594
29.97,31.22,30.639,30.408,28.941,31.314,29.671,31.15,30.408,30.894,29.763,34.194,30.546,31.548
29.97,31.174,30.5,30.408,28.941,31.22,29.626,31.15,30.408,31.15,29.97,31.314,30.431,31.594
30.016,31.267,30.546,30.431,28.941,31.524,29.671,31.15,30.384,31.29,29.947,31.29,30.5,31.571
30.016,31.197,30.662,30.408,28.941,31.15,29.671,31.127,30.477,31.08,29.786,31.15,30.616,31.571
30.016,31.22,30.778,30.384,28.941,31.15,29.671,31.22,30.57,31.011,29.671,31.29,30.639,31.641
29.993,31.15,30.57,30.408,28.941,31.127,29.671,31.15,30.408,31.22,29.649,31.314,30.593,31.641
30.016,31.15,30.57,30.408,28.941,31.15,29.671,31.15,30.408,30.941,29.878,30.177,30.57,31.641
30.039,31.15,30.662,30.384,28.555,31.314,29.671,31.15,30.848,30.825,30.177,31.384,30.616,31.548
30.016,31.15,30.709,30.362,28.691,31.15,32.277,31.15,30.431,31.15,30.292,31.15,30.523,31.594
30.016,31.15,30.639,30.408,28.987,31.571,29.694,31.127,30.778,30.848,29.901,31.267,30.57,31.571
30.016,31.15,30.709,30.454,28.895,31.174,29.694,31.15,30.408,30.964,29.832,29.26,30.616,31.688
