"Proximal,10ms,0.2Hz,9.4GPM","Distal,10ms,0.2Hz,9.4GPM","Proximal,10ms,0.2Hz,8.6GPM","Distal,10ms,0.2Hz,8.6GPM","Proximal,10ms,0.2Hz,7.8GPM","Distal,10ms,0.2Hz,7.8GPM","Proximal,10ms,0.2Hz,6.7GPM","Distal,10ms,0.2Hz,6.7GPM","Proximal,10ms,0.2Hz,5.4GPM","Distal,10ms,0.2Hz,5.4GPM","Proximal,10ms,0.2Hz,3.9GPM","Distal,10ms,0.2Hz,3.9GPM","Proximal,10ms,0.2Hz,3.2GPM","Distal,10ms,0.2Hz,3.2GPM"
31.127,31.15,30.108,31.477,30.408,31.384,31.407,30.732,29.924,31.08,31.08,31.314,32.348,31.9
31.174,31.08,30.338,31.477,30.454,30.57,31.501,30.987,29.97,31.034,31.011,31.29,32.443,31.9
31.15,31.127,30.016,31.853,30.454,30.454,31.594,31.22,31.665,30.755,31.057,31.15,32.325,31.9
31.244,31.15,30.039,31.407,30.871,30.431,31.477,30.941,30.062,30.918,30.987,31.174,32.372,31.923
31.15,31.15,30.039,31.477,30.546,30.431,31.127,31.127,29.97,30.755,30.801,31.174,32.514,31.9
31.267,31.15,29.717,31.477,31.034,30.57,31.407,30.431,29.832,30.987,31.034,31.571,32.443,30.987
31.15,31.15,29.97,31.431,30.523,30.477,31.501,30.778,29.878,30.941,30.941,30.918,32.325,31.947
31.15,31.127,29.786,31.314,30.778,30.546,31.477,31.127,29.42,31.011,31.127,31.29,32.396,33.277
31.15,31.15,29.97,31.665,31.267,30.639,31.454,31.011,29.809,30.778,31.15,31.314,32.325,30.108
31.15,31.104,29.924,31.501,30.593,30.57,31.244,30.918,28.941,30.941,28.465,30.941,32.348,31.9
31.174,31.15,29.901,31.454,30.408,30.616,31.384,31.15,29.878,30.918,31.057,31.454,32.301,31.9
31.9,31.15,29.832,31.454,28.103,30.57,31.524,31.011,29.671,31.15,31.034,31.174,32.277,31.923
31.127,31.08,29.809,31.407,30.431,30.801,31.104,30.941,29.786,31.034,31.034,31.15,32.325,31.9
29.237,31.104,29.74,31.384,30.408,29.993,31.477,30.987,29.626,30.941,31.034,30.848,32.325,31.97
31.15,31.15,29.786,31.431,30.523,30.593,31.384,31.011,29.694,30.778,31.104,30.639,32.277,31.9
31.735,31.15,29.74,31.407,30.016,30.523,31.407,30.941,29.626,30.755,30.918,31.174,32.206,31.923
31.127,31.15,29.717,32.609,29.557,30.57,31.384,31.011,29.671,30.894,31.127,31.29,32.301,30.085
31.08,31.15,29.694,31.337,30.918,30.709,31.267,30.801,29.694,30.778,30.894,31.127,32.253,31.9
31.034,31.15,29.717,31.407,30.384,30.454,31.407,31.104,29.351,31.08,30.894,31.15,32.253,31.97
31.104,31.15,29.763,31.407,30.57,30.523,31.314,31.034,29.557,30.894,30.848,31.15,32.206,31.97
31.127,31.15,29.671,31.36,30.477,30.662,31.407,31.057,29.878,31.011,31.104,31.034,32.253,31.923
31.104,31.15,29.694,31.477,30.57,30.269,31.314,31.127,29.717,30.732,30.918,31.244,32.206,31.923
31.15,31.15,29.694,31.454,30.639,30.338,31.267,31.034,29.671,31.384,31.011,31.337,32.159,31.923
31.127,31.15,29.671,31.36,30.709,30.709,31.314,30.941,29.786,30.918,30.894,31.15,32.206,31.947
31.15,31.15,29.671,31.501,30.662,31.29,31.267,31.057,29.557,30.848,31.011,31.22,32.112,31.947
31.15,31.15,29.649,31.407,30.523,30.616,31.267,31.011,26.07,30.918,30.941,31.174,32.135,31.947
31.104,31.174,29.671,31.454,30.778,30.639,31.22,30.894,29.671,31.267,32.538,31.197,32.065,31.9
31.08,31.15,29.671,31.454,31.127,30.639,31.15,31.034,30.016,31.034,31.384,31.759,32.065,31.923
31.127,31.15,29.671,31.454,30.546,30.616,31.22,30.987,29.42,31.15,30.431,31.641,32.065,31.9
31.127,31.15,29.671,31.407,30.523,30.709,31.15,31.057,29.465,30.871,31.571,31.853,32.088,31.9
31.127,31.174,29.671,31.454,31.104,30.662,31.15,31.034,29.878,30.732,31.548,31.665,32.041,31.923
31.057,31.15,29.671,31.501,30.454,29.671,31.15,30.987,28.941,30.894,31.15,31.782,31.994,32.656
34.706,31.15,29.649,31.407,31.034,30.732,31.174,31.034,29.42,30.801,31.524,31.571,32.017,31.947
31.127,31.15,29.603,31.501,30.662,30.662,31.15,31.011,29.626,30.848,31.454,31.641,31.97,31.9
30.801,30.918,29.671,31.454,30.431,30.639,31.174,31.104,29.626,31.29,31.594,31.806,31.97,31.947
30.848,30.987,29.649,31.454,30.477,30.825,31.08,31.08,29.626,31.267,31.244,31.806,31.947,31.9
30.755,30.848,28.987,31.477,30.57,30.523,31.08,31.08,29.74,30.941,31.9,31.571,31.876,31.947
30.778,30.848,29.671,31.407,30.639,30.709,31.08,31.08,29.671,30.755,31.477,31.97,31.9,31.923
30.848,31.127,29.671,31.384,30.523,30.755,31.08,31.127,29.442,30.685,32.017,31.759,31.994,31.9
30.801,31.15,29.649,31.407,30.825,30.685,31.034,31.104,29.74,30.825,31.501,31.9,31.9,31.947
30.755,29.74,29.671,31.407,31.947,30.755,30.918,31.08,29.626,31.011,31.384,31.759,31.9,32.656
30.57,31.174,29.671,31.431,30.57,30.778,30.987,31.104,29.603,31.011,31.197,31.688,31.9,31.947
30.639,30.941,29.74,31.36,30.408,32.017,30.918,31.034,29.603,31.29,31.548,31.782,31.594,31.97
30.871,30.778,29.626,31.454,30.709,30.662,30.848,31.034,30.801,30.918,31.314,31.759,31.947,31.97
29.442,30.894,29.671,31.477,31.9,30.662,30.871,31.104,29.603,31.15,31.501,31.782,31.9,31.9
30.778,30.918,29.649,31.407,30.408,32.301,30.941,31.15,29.603,30.848,31.477,31.782,32.135,31.9
30.778,30.709,29.671,31.384,30.384,30.848,30.801,31.08,29.671,31.15,31.477,31.384,31.876,31.9
30.848,30.894,29.671,31.571,30.408,30.755,30.825,31.034,29.649,24.638,31.407,31.782,31.853,31.97
30.755,30.941,29.626,31.454,30.662,30.778,30.778,31.104,29.374,31.15,31.735,31.853,31.829,31.97
30.408,30.825,29.671,31.314,30.431,31.29,30.778,31.08,29.534,30.778,30.616,31.782,31.806,31.947
30.732,30.918,29.511,31.431,30.523,30.616,30.732,31.104,29.465,30.941,31.384,31.806,31.688,31.947
30.825,30.755,29.74,31.36,30.408,30.57,30.685,31.127,29.557,30.918,31.407,31.735,31.759,32.372
30.755,30.894,26.27,31.384,30.57,30.894,30.709,31.127,28.601,31.314,31.267,31.735,31.688,31.994
31.15,31.104,29.557,31.384,30.546,30.941,30.709,31.15,29.26,30.871,31.36,31.759,31.782,31.97
28.193,30.778,29.671,31.431,29.328,30.338,30.685,31.15,29.626,31.034,31.314,31.782,31.641,32.017
30.987,31.15,29.649,31.407,30.57,30.431,30.662,31.127,29.351,30.987,31.36,31.759,31.618,31.947
30.616,30.918,29.626,31.36,30.454,30.685,30.616,31.15,29.649,31.104,31.501,31.806,31.665,31.923
30.755,30.964,29.534,31.407,30.801,30.523,30.616,31.08,29.763,30.871,31.384,31.759,31.594,31.97
30.685,30.918,30.5,31.314,30.755,30.662,30.57,31.15,29.671,30.894,31.407,31.735,30.616,31.947
30.825,31.011,29.671,31.454,29.649,30.848,30.523,31.15,30.177,31.127,31.314,31.759,31.548,31.923
30.616,30.918,29.626,31.36,31.034,31.197,30.477,31.104,29.649,30.848,31.407,31.853,31.524,31.97
30.755,31.15,29.671,31.36,31.011,30.431,30.454,31.454,29.557,30.848,31.29,31.688,31.501,31.947
30.57,31.034,29.626,31.431,30.871,31.22,30.431,31.15,29.58,31.15,31.407,31.759,31.548,31.923
30.732,30.918,29.328,31.337,30.801,31.267,30.431,31.501,29.671,28.964,31.407,31.594,31.524,31.9
30.848,30.384,29.671,31.384,31.22,31.127,30.408,31.08,29.671,30.825,31.477,31.665,31.454,31.923
30.848,31.15,29.649,31.314,31.08,31.22,30.431,31.127,29.42,30.431,31.29,31.782,31.618,31.9
30.292,31.034,29.626,31.36,31.011,31.127,30.362,31.15,29.649,31.29,31.29,31.571,31.454,31.947
30.778,31.22,29.283,31.314,30.801,31.267,30.408,31.15,29.626,30.941,31.36,31.782,31.407,32.538
31.08,31.057,29.557,33.421,31.08,31.267,30.338,31.15,29.671,31.15,31.29,31.665,31.407,31.947
30.778,32.017,29.649,31.314,31.127,31.127,30.408,31.08,29.603,31.127,31.314,31.759,31.36,31.876
30.825,31.034,29.557,31.314,31.665,31.127,30.384,31.104,29.465,31.057,31.29,31.735,31.407,31.97
31.034,31.15,29.626,31.314,31.011,31.174,30.338,31.15,29.557,31.104,31.22,31.735,31.314,31.97
30.941,30.894,29.626,31.314,30.431,31.548,30.269,31.15,29.237,30.894,31.22,31.853,31.29,28.148
30.709,31.15,28.987,31.08,31.011,31.267,30.269,31.057,28.714,30.848,31.22,31.759,31.267,31.923
30.801,30.987,29.42,31.034,31.104,31.244,30.338,31.104,29.58,30.941,31.174,31.688,31.29,31.9
31.011,31.034,29.237,30.987,30.941,31.197,30.177,31.15,29.603,28.239,31.22,31.782,31.267,31.853
30.732,31.15,29.534,30.918,30.894,31.15,30.223,31.15,29.832,32.206,31.267,31.688,31.29,31.994
30.408,31.104,29.397,30.918,30.987,31.197,30.269,31.197,29.511,30.825,31.174,31.688,30.269,31.947
30.801,30.062,29.191,30.987,30.941,31.314,30.154,31.15,29.603,31.571,31.22,31.641,31.22,31.947
30.709,30.918,29.442,30.941,30.941,31.267,30.177,30.384,29.649,30.941,31.15,31.548,31.197,31.9
30.685,31.034,29.306,30.941,30.941,31.267,30.108,31.127,29.557,30.778,31.15,31.665,31.22,31.947
30.848,30.825,29.374,30.546,30.801,31.314,30.177,31.15,29.786,31.104,31.15,31.735,31.22,31.97
30.848,31.057,29.786,30.778,31.127,31.29,30.108,31.15,29.626,30.894,31.15,31.665,31.174,31.947
30.755,31.104,29.42,31.034,30.918,31.29,30.108,31.15,29.809,30.941,31.688,31.688,31.15,31.97
31.034,30.894,29.557,31.057,30.941,31.314,30.016,31.15,29.511,31.29,31.15,31.665,31.174,32.23
30.732,31.08,29.374,30.871,30.085,31.174,29.947,31.127,29.169,30.941,31.15,31.759,30.894,31.641
30.732,30.871,29.511,30.755,30.848,31.244,30.016,30.639,29.465,31.501,31.127,31.688,27.519,31.594
30.546,30.941,29.671,30.848,30.918,31.407,29.97,31.15,29.649,31.034,31.15,31.641,30.709,31.665
30.778,30.801,29.534,31.034,30.941,31.36,30.039,30.154,29.901,30.825,31.127,31.641,31.011,31.759
30.755,27.991,29.191,30.918,30.918,31.384,30.016,31.15,29.169,31.011,31.104,31.641,30.546,31.806
30.477,31.174,29.42,31.034,30.918,31.314,29.924,31.15,28.601,29.924,31.08,31.641,30.941,31.923
30.57,30.685,29.397,31.08,30.848,31.384,29.97,30.987,29.557,31.127,31.034,31.641,30.918,31.853
30.732,31.034,29.465,31.011,30.825,31.384,28.216,31.15,29.74,30.616,31.034,31.641,31.034,31.9
30.778,31.22,29.42,30.894,30.848,31.407,29.924,31.174,29.74,30.755,31.034,31.688,30.755,31.688
30.709,31.15,29.374,31.034,32.704,31.407,29.901,31.15,29.626,30.848,30.941,31.665,30.801,31.853
30.57,31.104,29.42,31.011,30.848,31.384,29.901,31.15,29.603,30.616,30.987,31.594,30.662,31.267
30.639,30.825,29.832,30.894,30.778,31.314,29.97,31.197,29.649,30.987,30.941,31.735,30.918,31.618
30.062,31.034,29.649,30.825,30.801,31.29,30.085,31.15,29.557,29.924,30.987,31.641,30.848,31.853
30.57,31.08,28.964,30.755,30.755,31.454,29.855,31.174,29.214,30.894,30.894,31.594,30.546,31.782
30.5,30.871,32.206,31.08,30.848,31.384,29.832,31.197,29.649,30.941,31.034,31.618,30.709,32.112
30.848,31.034,29.078,30.825,31.641,31.407,29.786,31.174,29.26,30.894,30.894,31.829,31.197,31.688
30.523,30.987,29.603,30.825,30.755,31.314,29.901,31.22,29.717,30.755,30.894,31.735,30.523,31.665
30.755,31.15,29.694,30.732,30.709,31.454,29.74,31.22,29.626,31.384,30.848,31.594,30.755,31.759
30.57,31.034,29.603,30.755,30.778,31.407,29.809,31.197,28.714,31.034,30.871,31.641,30.477,31.571
30.732,30.894,29.534,30.941,30.662,31.431,29.763,31.197,29.671,30.941,30.801,31.594,30.755,31.501
30.639,31.29,29.809,30.894,30.662,31.384,29.694,31.197,29.671,30.871,30.755,31.431,30.662,31.524
30.523,30.918,29.442,30.964,30.685,31.454,29.74,31.15,26.47,30.941,30.871,31.641,30.778,31.688
30.801,30.941,29.557,30.778,30.709,31.407,29.763,31.15,30.57,30.778,30.732,31.36,31.22,31.688
30.825,31.034,29.671,30.894,30.639,31.407,29.74,31.22,28.193,30.871,30.801,31.594,30.755,31.9
31.501,30.848,29.442,30.918,30.593,31.407,29.786,31.174,29.924,31.197,30.755,31.594,30.801,31.665
31.524,30.987,29.351,30.662,30.616,31.407,29.717,31.22,29.649,30.918,30.778,31.665,30.848,31.501
30.546,30.918,29.488,30.918,30.546,31.407,29.786,31.314,29.603,30.941,30.662,31.618,31.08,31.501
30.5,30.848,32.609,30.801,30.523,31.431,29.694,31.197,29.649,30.941,30.709,31.594,30.755,31.782
30.709,31.011,29.534,30.57,30.523,31.431,29.534,31.011,30.085,30.941,30.709,31.665,30.616,31.665
30.848,30.246,29.442,30.871,30.523,31.431,29.465,31.104,29.671,30.57,30.616,31.548,30.801,31.314
30.639,30.941,28.51,30.801,30.57,31.501,28.964,30.848,29.671,30.964,30.685,31.618,30.546,31.594
30.616,31.15,29.694,30.732,30.523,31.384,29.511,30.941,29.694,30.918,30.709,31.524,30.732,31.947
30.546,31.104,29.351,31.15,30.454,31.384,29.671,30.662,29.671,31.104,30.57,31.548,30.709,31.853
30.477,31.15,29.534,30.755,30.431,31.477,22.567,30.801,29.74,30.987,30.57,31.665,30.801,31.641
30.662,31.011,29.42,30.755,30.431,31.431,29.306,30.454,29.671,30.918,30.616,31.571,30.57,31.15
31.174,30.616,29.306,30.685,30.639,31.454,29.328,31.034,29.717,30.894,30.546,31.594,30.408,31.618
30.941,30.987,29.786,30.362,30.408,31.36,29.351,30.292,29.671,31.011,30.523,31.594,30.755,31.665
30.848,31.011,29.328,28.374,30.408,31.407,29.534,31.29,29.717,30.894,30.523,31.477,30.825,31.735
30.616,30.732,29.351,30.616,30.384,31.431,29.42,30.964,29.74,31.011,30.431,31.665,30.57,31.524
30.662,31.407,29.442,30.639,30.477,31.477,29.26,30.918,29.671,30.987,30.546,31.571,30.709,31.876
30.523,31.011,29.442,30.477,30.384,31.407,29.374,31.034,29.717,30.918,30.523,31.571,30.732,31.594
30.57,31.034,29.328,31.011,30.362,31.407,29.42,30.941,28.918,30.894,30.454,31.665,30.546,31.806
30.616,31.104,29.328,30.685,30.408,31.454,29.465,31.034,29.671,30.987,30.454,31.618,30.685,31.571
30.57,31.15,29.603,30.662,30.384,31.407,29.42,31.127,29.694,30.987,30.477,31.618,30.546,24.857
29.306,30.732,29.557,30.685,30.408,31.454,29.671,31.011,29.671,30.987,30.57,31.571,30.825,31.571
30.57,30.941,29.306,30.523,30.246,31.407,29.42,30.941,29.214,31.034,30.408,31.571,30.709,31.688
30.755,31.127,29.169,30.755,30.315,31.454,29.442,30.894,29.786,30.941,30.454,31.594,30.546,31.594
30.408,31.057,29.465,30.454,30.246,31.501,29.671,30.894,29.74,31.034,30.408,31.594,30.57,31.314
30.662,30.801,29.42,30.848,30.338,31.454,29.306,30.987,29.283,31.034,29.901,31.571,30.987,31.524
30.338,31.034,29.694,30.639,30.362,31.548,29.603,31.104,29.74,30.941,30.408,31.571,30.477,31.665
31.29,30.732,28.759,30.685,30.177,31.454,29.717,31.104,29.786,30.987,30.408,31.548,30.546,31.9
30.431,30.918,29.374,30.616,30.292,31.501,29.488,30.894,29.809,30.987,32.443,31.548,30.477,31.665
30.523,31.011,29.351,30.778,30.2,31.454,29.603,30.894,29.717,31.011,25.606,31.594,30.5,31.594
29.97,30.755,29.603,30.57,30.338,31.477,29.465,30.825,29.786,31.011,30.384,31.618,31.15,31.688
30.016,30.941,28.964,30.709,30.154,31.431,29.603,30.894,29.832,30.941,30.338,31.314,30.57,31.853
30.408,31.08,29.306,30.709,30.177,31.407,29.351,31.057,29.74,31.011,30.338,31.594,30.408,31.618
30.454,30.825,29.511,30.616,30.131,31.431,29.328,31.15,29.924,31.15,30.362,31.571,30.593,31.665
30.662,30.5,29.374,30.709,30.2,31.431,29.374,31.011,29.878,31.011,30.2,31.571,31.104,31.641
30.431,31.174,29.374,30.709,30.177,31.384,29.671,30.848,29.901,31.08,30.269,31.594,30.5,32.348
30.477,30.941,28.918,30.477,29.97,31.407,29.442,31.15,29.901,30.941,30.338,31.594,30.616,31.641
30.732,30.987,31.36,30.662,29.694,31.782,31.034,30.987,29.878,31.034,30.292,31.548,30.062,31.665
30.246,31.011,29.442,30.732,30.154,31.407,29.328,31.29,29.878,31.011,30.062,31.571,30.755,31.641
30.431,30.987,29.374,30.546,30.085,31.477,29.237,31.104,29.993,30.941,30.2,32.017,30.57,31.994
31.011,31.127,29.717,30.662,30.177,31.501,29.214,31.034,29.671,31.034,30.315,31.548,30.523,31.665
30.408,31.15,28.646,30.709,30.085,31.407,29.306,31.034,29.97,31.011,30.315,31.594,29.306,31.197
30.5,31.15,29.42,30.292,30.108,31.431,29.374,30.987,29.993,31.034,30.246,31.571,30.848,31.594
29.809,30.918,29.649,30.546,30.108,31.431,29.58,31.057,31.08,31.011,29.832,31.594,30.546,31.947
30.362,33.589,29.374,30.662,30.085,31.431,29.306,31.034,29.97,31.127,29.878,31.267,30.523,31.759
30.523,30.987,29.534,30.616,30.154,31.501,29.328,31.174,29.993,31.011,30.016,31.267,30.546,34.584
30.408,31.15,29.42,31.127,29.924,31.454,29.283,30.987,30.039,31.011,30.039,31.197,30.918,31.594
30.408,30.941,29.465,30.57,30.062,31.431,29.351,31.22,30.039,31.011,29.671,30.871,30.477,31.665
30.477,31.29,29.626,30.5,30.016,31.477,29.328,36.594,30.016,30.941,29.97,31.36,30.362,31.759
30.408,31.011,29.488,30.546,30.108,31.407,29.328,31.104,30.039,31.034,29.901,31.197,30.2,32.301
30.269,31.011,29.42,30.57,30.108,31.384,29.214,31.034,30.062,31.057,29.832,31.641,26.781,31.524
30.801,31.244,29.465,30.662,30.039,31.454,29.283,30.662,30.062,31.034,29.649,31.22,30.269,31.947
31.127,31.36,29.809,30.616,30.108,31.477,29.283,31.15,30.039,30.987,29.97,31.267,30.941,31.665
31.011,29.993,29.626,36.543,30.039,31.524,29.328,31.08,30.039,31.034,29.603,31.22,30.546,31.712
30.408,31.501,29.74,30.454,30.108,31.454,29.397,30.848,30.085,30.987,28.895,31.384,30.639,31.641
31.314,31.594,29.557,30.477,30.108,31.384,29.283,31.034,30.131,31.104,29.671,31.197,30.384,31.571
30.987,31.477,29.557,31.034,30.039,31.501,29.328,31.011,30.2,31.08,29.671,31.407,30.408,31.688
31.057,31.407,29.557,30.477,30.085,31.477,29.169,31.011,30.177,31.034,29.809,31.15,30.5,31.641
30.987,31.501,29.924,30.292,30.062,31.501,28.873,30.894,30.2,30.987,29.671,31.15,30.408,31.665
31.15,31.594,29.511,30.408,30.062,31.548,29.374,31.431,30.2,31.057,29.671,31.22,30.108,31.688
30.825,31.97,29.626,28.918,30.016,31.477,29.283,30.546,30.223,31.034,29.74,31.174,27.811,31.524
28.805,31.571,29.58,31.174,30.062,31.407,29.146,31.104,27.496,30.941,29.603,31.384,29.374,31.782
31.011,31.9,28.103,30.593,30.039,31.407,29.191,31.011,30.292,31.057,29.832,31.174,30.662,31.735
30.801,31.594,29.649,30.662,30.062,31.384,29.169,31.011,30.384,31.034,29.488,31.29,30.384,31.501
30.662,31.548,29.511,30.477,29.97,31.477,29.374,30.964,30.269,31.08,29.557,31.034,30.384,31.688
30.918,31.454,23.175,30.593,30.016,31.477,29.237,30.987,30.292,31.104,29.694,31.29,29.763,31.853
30.918,31.501,29.786,30.408,30.108,36.342,29.237,31.127,30.292,31.104,29.58,31.127,30.384,31.594
30.825,31.501,30.085,30.616,30.085,31.454,29.626,30.408,30.292,31.15,31.034,31.267,30.246,31.829
30.825,31.594,29.649,30.292,30.016,31.384,29.26,31.127,30.269,31.08,29.626,31.244,30.384,31.947
30.918,31.524,29.694,30.431,30.062,31.454,29.237,31.36,30.292,31.08,29.671,31.197,30.338,31.618
30.918,31.524,30.062,30.477,29.97,31.477,29.032,31.057,30.338,31.127,29.328,31.104,30.269,31.735
30.825,31.548,29.649,29.603,31.9,31.454,29.078,31.08,30.338,31.08,29.717,31.104,30.384,32.895
30.871,31.571,33.566,30.477,30.384,31.477,28.941,31.127,30.338,31.08,29.878,31.197,30.431,31.9
30.801,31.548,29.442,30.454,28.352,31.501,29.169,30.709,30.362,31.034,29.626,31.337,30.408,31.688
30.801,31.524,29.671,30.454,30.016,31.011,28.759,30.941,30.362,31.08,29.442,31.034,30.223,31.688
30.801,31.571,29.74,30.523,29.901,31.454,29.237,31.104,30.384,31.127,29.42,31.104,30.408,31.782
30.755,30.2,29.786,30.825,30.062,31.407,29.169,31.22,30.408,31.127,29.671,31.197,30.338,31.876
30.801,31.618,29.97,31.104,29.74,31.197,29.306,31.034,30.384,31.127,29.74,31.197,30.292,31.712
30.755,31.524,29.901,30.546,29.671,31.15,29.1,31.29,30.338,31.104,29.649,31.127,30.408,31.618
30.755,31.548,30.085,30.2,29.328,31.197,29.191,30.987,30.408,31.127,29.878,31.08,30.362,31.454
30.848,31.501,29.786,30.523,29.649,30.941,29.055,31.15,30.408,31.127,27.788,31.384,28.737,31.665
30.709,31.501,28.148,30.57,29.465,31.501,29.055,31.104,30.131,31.08,29.671,30.825,30.177,31.501
30.685,31.22,29.993,30.616,29.649,31.454,29.055,31.127,30.454,31.127,29.557,31.08,30.384,31.594
30.709,31.477,29.97,30.431,29.511,31.127,29.055,30.57,30.408,31.15,29.786,31.22,30.362,32.041
30.755,31.571,29.993,30.431,29.671,32.656,28.964,31.08,30.408,31.08,29.557,31.08,29.671,31.594
30.639,31.501,30.062,30.362,29.534,31.174,30.062,31.15,30.477,30.918,29.557,31.548,30.362,32.088
29.534,31.548,28.987,30.408,29.786,30.987,29.237,31.104,30.431,31.29,29.42,31.571,30.338,31.594
30.616,31.501,30.131,30.431,29.534,31.314,29.055,31.477,30.384,30.732,29.488,31.08,30.384,32.538
30.523,31.477,30.177,30.269,28.805,31.501,28.216,30.894,30.477,30.801,29.58,31.15,30.825,31.524
30.57,31.594,30.085,29.809,29.465,31.29,28.895,31.011,30.477,31.15,29.465,31.15,30.362,32.301
30.523,31.571,30.315,30.523,29.534,31.15,29.1,31.641,30.5,31.127,29.374,31.641,30.5,32.017
30.408,31.454,30.154,30.5,29.671,31.314,29.603,31.08,30.5,31.104,29.374,30.825,30.269,31.36
30.454,31.011,30.154,30.454,29.626,31.127,29.055,30.57,30.523,32.728,29.465,30.964,30.431,31.641
30.477,31.524,30.154,30.431,29.671,30.941,29.283,31.011,30.477,31.15,29.534,31.571,30.292,31.594
30.477,31.548,30.108,30.408,29.511,31.29,28.941,30.477,30.477,31.15,29.626,31.15,30.338,31.665
29.97,31.477,30.2,30.362,29.603,31.127,29.055,31.08,30.5,31.15,29.42,31.174,30.338,31.9
29.832,31.501,30.2,30.639,29.534,31.15,29.169,31.15,30.523,31.15,29.465,31.15,30.338,31.431
30.408,31.501,30.177,30.477,29.671,31.197,28.216,31.454,30.523,31.15,29.465,31.407,30.408,31.688
30.384,31.431,30.292,30.523,29.58,31.15,29.055,31.104,30.778,31.127,29.397,31.174,30.362,31.524
30.408,31.501,30.315,30.454,29.671,31.15,29.465,31.08,30.5,31.127,29.649,31.407,30.408,31.735
30.384,31.501,30.177,30.408,29.511,31.15,29.009,31.22,30.477,31.127,29.74,31.174,30.062,32.159
30.246,31.477,30.108,30.5,29.442,31.08,29.078,31.057,30.57,31.127,29.351,31.174,30.408,31.735
30.338,31.524,36.241,30.408,29.534,31.15,28.964,31.034,30.57,31.15,29.671,31.104,30.362,31.9
30.338,31.431,30.384,28.782,29.374,31.15,29.283,31.034,30.5,31.15,29.442,31.22,30.408,31.594
30.616,31.477,30.384,30.408,27.833,31.15,28.987,31.127,30.57,31.127,29.374,31.267,30.292,31.594
30.292,31.407,30.246,30.871,29.306,31.267,29.078,31.174,30.57,31.174,29.374,31.174,30.062,31.594
30.292,31.524,30.384,30.408,29.924,31.034,28.941,31.501,30.57,28.895,29.465,31.665,30.709,31.571
30.246,31.501,30.269,30.546,29.351,31.104,28.737,31.501,30.57,31.104,29.306,31.36,30.246,31.829
30.292,31.477,30.384,30.477,29.649,31.15,29.351,31.104,30.546,31.15,29.397,29.694,30.801,31.759
30.362,31.477,30.384,30.477,29.351,31.15,29.009,30.755,30.546,31.15,29.374,31.782,30.246,31.688
30.246,31.501,30.408,30.546,29.42,31.15,29.237,31.477,30.57,31.127,29.397,31.22,30.639,31.641
30.2,31.407,30.755,30.408,29.306,31.104,28.941,32.443,30.616,31.15,29.351,31.197,30.338,31.665
30.2,31.524,30.408,30.039,29.42,31.127,28.737,31.15,30.57,30.871,29.465,31.244,30.384,31.665
30.269,31.431,30.408,30.431,29.146,31.127,29.032,31.15,30.639,31.15,29.328,31.15,30.384,31.688
30.269,31.407,30.384,30.408,29.306,31.127,28.987,31.057,30.662,31.15,29.42,31.15,30.362,31.688
30.269,31.407,28.239,30.454,29.397,31.034,28.964,31.104,30.662,31.15,29.534,32.443,30.408,31.29
30.269,31.407,30.431,30.408,29.351,31.197,29.055,30.755,30.616,31.15,29.671,31.15,30.362,31.594
30.246,31.431,30.408,30.431,29.465,31.104,29.146,30.662,30.546,31.127,29.465,31.174,30.454,31.477
29.74,31.454,30.408,30.408,29.42,31.034,29.032,31.034,30.57,31.174,28.284,31.174,30.384,31.571
30.154,31.501,30.431,30.384,29.283,31.104,29.1,31.08,30.709,31.15,29.283,31.15,30.384,31.641
30.062,31.501,30.408,30.408,29.397,31.034,29.009,31.104,30.639,31.15,29.42,31.314,30.384,31.641
30.108,31.454,30.431,30.408,29.42,31.127,29.306,30.639,30.709,31.174,29.351,31.244,30.408,31.594
30.246,31.477,30.5,30.454,29.26,31.08,29.169,31.127,30.639,31.15,29.351,31.197,30.408,31.806
30.778,31.407,30.523,30.477,29.306,31.244,29.465,31.15,30.639,31.15,28.941,31.174,30.362,31.665
30.177,31.267,30.523,30.408,29.306,31.15,29.146,31.057,30.709,31.15,29.306,31.314,30.362,31.594
30.131,31.384,30.454,30.431,29.374,31.15,29.078,35.049,30.431,30.709,29.237,31.267,30.408,31.735
30.108,31.36,30.477,30.454,29.351,31.384,29.214,31.384,30.408,30.987,29.351,30.639,30.062,31.665
30.108,31.501,30.5,30.431,29.328,31.127,29.169,31.15,30.431,30.848,29.351,31.688,30.408,31.665
30.108,31.407,30.57,30.477,29.1,31.104,29.169,31.127,30.408,30.987,29.26,31.337,30.546,31.688
30.108,31.337,30.662,30.431,29.26,31.08,29.032,31.15,30.269,30.778,29.351,31.524,30.408,31.641
30.154,31.384,30.5,30.431,29.306,31.314,29.078,31.104,30.662,30.801,29.26,31.15,30.408,31.688
30.131,31.501,30.57,30.431,29.306,31.104,29.237,31.127,30.384,30.894,29.97,31.29,30.408,31.594
30.085,31.314,30.57,30.431,29.191,29.465,29.191,31.174,30.338,30.964,28.714,31.127,30.477,31.594
30.108,31.22,30.546,30.546,29.169,30.941,29.237,31.08,30.477,30.709,29.351,31.22,30.454,31.618
30.2,31.36,30.477,30.454,29.374,32.301,29.214,31.454,30.825,30.987,29.374,31.197,30.431,31.594
30.154,31.244,30.616,30.454,29.283,31.127,29.511,31.735,30.338,33.349,29.283,31.197,30.431,29.146
